name,sport,nationality,sex,date_of_birth,age (at start of games),height (m),weight (kg),BMI,gold,silver,bronze,
Wenyan Sun,aquatics,CHN,female,12/27/89,26.6,1.70,58,20.1,0,2,0,
Wenyi Huang,rowing,CHN,female,3/6/91,25.4,1.78,63,19.9,0,0,1,
Werner Kok,rugby sevens,RSA,male,1/17/93,23.6,1.80,91,28.1,0,0,1,
Weronika Deresz,rowing,POL,female,9/5/85,30.9,1.70,57,19.7,0,0,0,
Wesley Korir,athletics,KEN,male,11/15/82,33.7,1.77,54,17.2,0,0,0,
Wesley Roberts,aquatics,COK,male,6/24/97,19.1,1.88,74,20.9,0,0,0,
Wesley Vazquez,athletics,PUR,male,3/27/94,22.4,1.92,77,20.9,0,0,0,
Weverton,football,BRA,male,12/13/87,28.7,1.86,75,21.7,1,0,0,
Whitney Ashley,athletics,USA,female,2/18/89,27.5,1.76,90,29.1,0,0,0,
Whitney Engen,football,USA,female,11/28/87,28.7,1.72,56,18.9,0,0,0,
Wiam Dislam,taekwondo,MAR,female,10/22/87,28.8,1.80,69,21.3,0,0,0,
Wianka van Dorp,rowing,NED,female,12/1/87,28.7,1.77,72,23.0,0,0,0,
Wiktor Chabel,rowing,POL,male,11/23/85,30.7,1.97,93,24.0,0,0,0,
Wilfried Bingangoye,athletics,GAB,male,3/25/85,31.4,1.72,80,27.0,0,0,0,
Wilhem Belocian,athletics,FRA,male,6/22/95,21.1,1.78,78,24.6,0,0,0,
Will Brown,shooting,USA,male,12/31/91,24.6,1.71,61,20.9,0,0,0,
Will Claye,athletics,USA,male,6/13/91,25.2,1.81,72,22.0,0,1,0,
Will Crothers,rowing,CAN,male,6/14/87,29.2,1.95,95,25.0,0,0,0,
Will Dean,rowing,CAN,male,6/10/87,29.2,1.95,95,25.0,0,0,0,
Will Fletcher,rowing,GBR,male,12/24/89,26.6,1.86,73,21.1,0,0,0,
Will Godward,shooting,AUS,male,4/15/84,32.3,1.89,95,26.6,0,0,0,
Will Ryan,sailing,AUS,male,12/23/88,27.6,1.93,75,20.1,0,1,0,
Willem Coertzen,athletics,RSA,male,12/30/82,33.6,1.86,79,22.8,0,0,0,
Willem van Schuerbeeck,athletics,BEL,male,10/24/84,31.8,1.79,60,18.7,0,0,0,
Willemijn Bos,hockey,NED,female,5/2/88,28.3,1.81,69,21.1,0,1,0,
William,football,BRA,male,4/3/95,21.4,1.71,65,22.2,1,0,0,
William Arjona,volleyball,BRA,male,7/31/79,37.0,1.85,78,22.8,1,0,0,
William Chetcuti,shooting,MLT,male,1/7/85,31.6,1.80,93,28.7,0,0,0,
William Collazo,athletics,CUB,male,8/31/86,30.0,1.72,71,24.0,0,0,0,
William Ekong,football,NGR,male,9/1/93,22.9,1.75,,,0,0,1,
William Fox-Pitt,equestrian,GBR,male,1/2/69,47.6,1.96,80,20.8,0,0,0,
William Lockwood,rowing,AUS,male,5/13/88,28.2,1.91,88,24.1,0,1,0,
William Meynard,aquatics,FRA,male,7/11/87,29.1,1.92,85,23.1,0,1,0,
William Reid Priddy,volleyball,USA,male,10/1/77,38.9,1.94,89,23.6,0,0,1,
William Satch,rowing,GBR,male,6/9/89,27.2,1.98,100,25.5,1,0,0,
William Tesillo,football,COL,male,2/2/90,26.5,1.86,76,22.0,0,0,0,
Willian Giaretton,rowing,BRA,male,9/26/90,25.9,1.93,73,19.6,0,0,0,
Willie Ambaka,rugby sevens,KEN,male,5/14/90,26.2,1.93,100,26.8,0,0,0,
Willy Hernangomez,basketball,ESP,male,5/27/94,22.2,2.10,115,26.1,0,0,1,
Wilma Murto,athletics,FIN,female,6/11/98,18.2,1.81,68,20.8,0,0,0,
Wilmar Barrios,football,COL,male,10/16/93,22.8,1.79,74,23.1,0,0,0,
Wim Stroetinga,cycling,NED,male,5/23/85,31.2,1.76,70,22.6,0,0,0,
Windi Graterol,basketball,VEN,male,9/10/86,29.9,2.05,110,26.2,0,0,0,
Winnie Nanyondo,athletics,UGA,female,8/23/93,23.0,,,,0,0,0,
Winny Chebet,athletics,KEN,female,12/20/90,25.6,1.52,48,20.8,0,0,0,
Winston George,athletics,GUY,male,5/19/87,29.2,1.67,66,23.7,0,0,0,
Winston Hill,boxing,FIJ,male,9/17/93,22.9,,,,0,0,0,
Wirimai Juwawo,athletics,ZIM,male,11/7/80,35.8,1.72,63,21.3,0,0,0,
Wisam Nawar,handball,EGY,male,2/14/90,26.5,1.85,111,32.4,0,0,0,
Wissem Hosni,athletics,TUN,male,3/8/85,31.4,1.75,57,18.6,0,0,0,
Witoon Mingmoon,weightlifting,THA,male,2/10/96,20.5,1.57,56,22.7,0,0,0,
Witthaya Thamwong,archery,THA,male,9/18/87,28.9,1.80,82,25.3,0,0,0,
Wojciech Nowicki,athletics,POL,male,2/22/89,27.5,1.96,128,33.3,0,0,1,
Wojciech Theiner,athletics,POL,male,6/25/86,30.1,1.89,84,23.5,0,0,0,
Wojciech Wojdak,aquatics,POL,male,3/13/96,20.4,1.86,84,24.3,0,0,0,
Won Chol Yun,wrestling,PRK,male,7/3/89,27.1,1.63,59,22.2,0,0,0,
Won Jin Kim,judo,KOR,male,5/1/92,24.3,1.68,60,21.3,0,0,0,
Wonchul Yoo,gymnastics,KOR,male,7/20/84,32.1,1.65,59,21.7,0,0,0,
Woojin Kim,archery,KOR,male,6/20/92,24.1,1.80,95,29.3,1,0,0,
Woongtae Jun,modern pentathlon,KOR,male,8/1/95,21.0,1.75,66,21.6,0,0,0,
Wout Poels,cycling,NED,male,10/1/87,28.9,1.86,67,19.4,0,0,0,
Wuileixis De Jesus Rivas Espinoza,wrestling,VEN,male,8/27/90,26.0,1.74,,,0,0,0,
Wuta Waco Bige Dombaxi,handball,ANG,female,4/5/86,30.4,1.80,92,28.4,0,0,0,
Wuttichai Masuk,boxing,THA,male,3/16/90,26.4,1.75,,,0,0,0,
Xan de Waard,hockey,NED,female,11/8/95,20.8,1.63,55,20.7,0,1,0,
Xantal Gine,hockey,ESP,female,9/23/92,23.9,1.68,62,22.0,0,0,0,
Xavier Lleonart,hockey,ESP,male,6/22/90,26.1,1.80,70,21.6,0,0,0,
Xavier Vela Maggi,rowing,BRA,male,8/7/89,27.0,1.78,71,22.4,0,0,0,
Xaysa Anousone,athletics,LAO,male,3/20/94,22.4,1.80,65,20.1,0,0,0,
Xenia Krizsan,athletics,HUN,female,1/13/93,23.6,1.72,64,21.6,0,0,0,
Xia Ding,volleyball,CHN,female,1/13/90,26.6,1.80,67,20.7,1,0,0,
Xia Lian Ni,table tennis,LUX,female,7/4/63,53.1,1.57,58,23.5,0,0,0,
Xiang Li,aquatics,CHN,male,7/2/93,23.1,1.91,85,23.3,0,0,0,
Xiang Liu,aquatics,CHN,female,9/1/96,19.9,1.80,66,20.4,0,0,0,
Xiang Wei Jasmine Ser,shooting,SIN,female,9/24/90,25.9,1.55,47,19.6,0,0,0,
Xiangyu Gong,volleyball,CHN,female,4/21/97,19.3,1.86,72,20.8,1,0,0,
Xiao Gu,aquatics,CHN,female,3/18/93,23.4,1.74,60,19.8,0,1,0,
Xiao Juan Diao,cycling,HKG,female,3/15/86,30.4,1.70,59,20.4,0,0,0,
Xiao Sun,hockey,CHN,female,6/13/92,24.2,1.67,57,20.4,0,0,0,
Xiao Yu Liang,badminton,SIN,female,1/11/96,20.6,1.63,55,20.7,0,0,0,
Xiaochuan Zhai,basketball,CHN,male,3/24/93,23.4,2.04,100,24.0,0,0,0,
Xiaohan Mei,aquatics,CHN,female,11/11/96,19.7,1.80,100,30.9,0,0,0,
Xiaohong Li,athletics,CHN,female,1/8/95,21.6,1.62,48,18.3,0,0,0,
Xiaojia Chen,basketball,CHN,female,4/2/88,28.4,1.82,68,20.5,0,0,0,
Xiaojing Liang,athletics,CHN,female,4/7/97,19.3,1.56,48,19.7,0,0,0,
Xiaojun Lyu,weightlifting,CHN,male,7/27/84,32.0,1.72,77,26.0,0,1,0,
Xiaoli Wang,sailing,CHN,female,5/12/82,34.3,1.69,70,24.5,0,0,0,
Xiaolin Bi,football,CHN,female,9/18/89,26.9,1.76,62,20.0,0,0,0,
Xiaoling Luo,cycling,CHN,female,9/20/88,27.9,1.70,68,23.5,0,0,0,
Xiaolong Xu,athletics,CHN,male,12/20/92,23.6,1.85,70,20.5,0,0,0,
Xiaolu Li,aquatics,CHN,female,11/7/92,23.8,1.67,51,18.3,0,1,0,
Xiaona Shan,table tennis,GER,female,1/18/83,33.6,1.65,54,19.8,0,1,0,
Xiaonan Zhang,modern pentathlon,CHN,female,7/21/92,24.1,1.68,58,20.5,0,0,0,
Xiaotong Liu,volleyball,CHN,female,2/16/90,26.5,1.88,70,19.8,1,0,0,
Xiaoxia Li,table tennis,CHN,female,1/15/88,28.6,1.74,65,21.5,1,1,0,
Xiaoxu Ma,football,CHN,female,6/5/88,28.2,1.72,73,24.7,0,0,0,
Xiaoxue Zhang,hockey,CHN,female,12/13/92,23.7,1.62,51,19.4,0,0,0,
Xin Xin,aquatics,CHN,female,11/6/96,19.8,1.76,61,19.7,0,0,0,
Xin Xu,table tennis,CHN,male,1/8/90,26.6,1.80,67,20.7,1,0,0,
Xin Yan,table tennis,AUS,male,12/9/88,27.7,1.80,75,23.1,0,0,0,
Xing Han,table tennis,CGO,female,11/8/89,26.8,1.65,57,20.9,0,0,0,
Xinglong Gao,athletics,CHN,male,3/12/94,22.4,1.82,63,19.0,0,0,0,
Xingqiang Tang,athletics,CHN,male,8/11/95,21.0,1.70,61,21.1,0,0,0,
Xinping Liang,aquatics,CHN,female,7/31/94,22.0,1.71,60,20.5,0,1,0,
Xinyan Wang,aquatics,CHN,female,4/26/91,25.3,1.81,73,22.3,0,0,0,
Xinyan Zhang,athletics,CHN,female,2/9/94,22.5,1.70,55,19.0,0,0,0,
Xinyi Chen,aquatics,CHN,female,1/2/98,18.6,1.78,62,19.6,0,0,0,
Xinyu Zhang,aquatics,CHN,female,3/9/97,19.4,1.66,60,21.8,0,0,0,
Xinyue Su,athletics,CHN,female,11/8/91,24.8,1.78,94,29.7,0,0,0,
Xinyue Yuan,volleyball,CHN,female,12/21/96,19.6,2.01,78,19.3,1,0,0,
Xinyue Zhang,rowing,CHN,female,5/5/93,23.3,1.77,73,23.3,0,0,0,
Xiuzhi Lu,athletics,CHN,female,10/26/93,22.8,1.60,45,17.6,0,0,1,
Xiyu Lin,golf,CHN,female,2/25/96,20.5,1.71,65,22.2,0,0,0,
Xoana Iacoi,handball,ARG,female,6/3/92,24.2,1.61,70,27.0,0,0,0,
Xuan Vinh Hoang,shooting,VIE,male,10/6/74,41.9,1.75,75,24.5,1,1,0,
Xue Li,table tennis,FRA,female,4/14/85,31.3,1.65,57,20.9,0,0,0,
Xuechen Huang,aquatics,CHN,female,2/25/90,26.5,1.75,62,20.2,0,2,0,
Xuechun Zhong,wrestling,CHN,female,1/18/94,22.6,1.66,55,20.0,0,0,0,
Xueer Wang,aquatics,CHN,female,1/15/98,18.6,1.78,67,21.1,0,0,0,
Xuerui Li,badminton,CHN,female,1/24/91,25.5,1.75,65,21.2,0,0,0,
Xuesong Gu,archery,CHN,male,6/21/93,23.1,1.78,76,24.0,0,0,0,
Xunzhao Cheng,judo,CHN,male,2/9/91,25.5,1.85,90,26.3,0,0,1,
Ya Tan,canoe,CHN,male,7/18/92,24.1,1.74,70,23.1,0,0,0,
Yaaqoub Alsaadi,aquatics,UAE,male,6/13/96,20.2,1.75,62,20.2,0,0,0,
Yadinys Amaris,judo,COL,female,4/1/84,32.4,1.62,57,21.7,0,0,0,
Yadira Silva,table tennis,MEX,female,12/24/85,30.6,1.59,55,21.8,0,0,0,
Yadisleidis Pedroso,athletics,ITA,female,1/28/87,29.5,1.70,50,17.3,0,0,0,
Yael Castiglione,volleyball,ARG,female,9/27/85,30.9,1.84,75,22.2,0,0,0,
Yago Lange,sailing,ARG,male,3/22/88,28.4,1.80,77,23.8,0,0,0,
Yaime Perez,athletics,CUB,female,5/29/91,25.2,1.75,74,24.2,0,0,0,
Yajie Si,aquatics,CHN,female,12/4/98,17.7,1.64,57,21.2,0,1,0,
Yajun Li,weightlifting,CHN,female,4/27/93,23.3,1.51,53,23.2,0,0,0,
Yakov Toumarkin,aquatics,ISR,male,2/15/92,24.5,1.92,90,24.4,0,0,0,
Yalennis Castillo,judo,CUB,female,5/21/86,30.2,1.74,78,25.8,0,0,0,
Yali Jing,cycling,CHN,female,5/25/89,27.2,1.76,63,20.3,0,0,0,
Yamil Alberto Peralta,boxing,ARG,male,7/16/91,25.1,1.92,,,0,0,0,
Yan Jiang,rowing,CHN,female,1/10/89,27.6,1.78,70,22.1,0,0,0,
Yan Wang,football,CHN,female,8/22/91,25.0,1.75,61,19.9,0,0,0,
Yan Wang,gymnastics,CHN,female,10/30/99,16.8,1.40,33,16.8,0,0,1,
Yan Yee Ng,aquatics,MAS,female,7/11/93,23.1,1.55,51,21.2,0,0,0,
Yana Alekseevna,boxing,AZE,female,10/30/87,28.8,1.69,,,0,0,0,
Yana Belomoina,cycling,UKR,female,11/2/92,23.8,1.64,46,17.1,0,0,0,
Yana Egorian,fencing,RUS,female,12/20/93,22.6,1.75,64,20.9,2,0,0,
Yana Kudryavtseva,gymnastics,RUS,female,9/29/97,18.9,1.70,47,16.3,0,1,0,
Yana Pavlova,gymnastics,RUS,female,1/6/96,20.6,1.56,51,21.0,0,0,0,
Yana Shcherban,volleyball,RUS,female,9/6/89,26.9,1.85,71,20.7,0,0,0,
Yana Shemyakina,fencing,UKR,female,1/5/86,30.6,1.68,60,21.3,0,0,0,
Yana Tie,table tennis,HKG,female,5/13/79,37.3,1.60,59,23.0,0,0,0,
Yanan Sun,wrestling,CHN,female,9/15/92,23.9,1.61,51,19.7,0,0,1,
Yancarlos Martinez,athletics,DOM,male,7/8/92,24.1,1.71,60,20.5,0,0,0,
Yane Marcia Marques,modern pentathlon,BRA,female,1/7/84,32.6,1.66,55,20.0,0,0,0,
Yanet Ursula Sovero Nino,wrestling,PER,female,5/2/83,33.3,1.63,58,21.8,0,0,0,
Yanfei Shen,table tennis,ESP,female,12/24/79,36.6,1.65,65,23.9,0,0,0,
Yang Chen,athletics,CHN,female,7/10/91,25.1,1.80,97,29.9,0,0,0,
Yang Fan,cycling,CHN,male,1/3/90,26.6,1.83,78,23.3,0,0,0,
Yang Gao,athletics,CHN,female,3/1/93,23.4,1.78,105,33.1,0,0,0,
Yang Liu,gymnastics,CHN,male,9/10/94,21.9,1.62,61,23.2,0,0,1,
Yang Lyu,rowing,CHN,female,11/26/93,22.7,1.83,77,23.0,0,0,0,
Yang Peng,hockey,CHN,female,1/17/92,24.6,1.63,59,22.2,0,0,0,
Yang Sun,aquatics,CHN,male,12/1/91,24.7,2.00,92,23.0,1,1,0,
Yang Wang,table tennis,SVK,male,9/24/94,21.9,1.83,73,21.8,0,0,0,
Yang Yu,badminton,CHN,female,4/7/86,30.4,1.66,62,22.5,0,0,0,
Yanhan Ai,aquatics,CHN,female,2/7/02,14.5,1.68,54,19.1,0,0,0,
Yanic Gentry Torfer,sailing,MEX,male,2/20/91,25.5,1.84,82,24.2,0,0,0,
Yaniel Carrero,athletics,CUB,male,8/17/95,21.0,1.74,74,24.4,0,0,0,
Yanina Wickmayer,tennis,BEL,female,10/20/89,26.8,1.82,72,21.7,0,0,0,
Yanislav Gerchev,judo,BUL,male,10/4/89,26.9,1.70,60,20.8,0,0,0,
Yaniuska Isabel Espinosa,weightlifting,VEN,female,12/5/86,29.7,1.72,114,38.5,0,0,0,
Yaniuvis Lopez,athletics,CUB,female,2/1/86,30.5,1.80,71,21.9,0,0,0,
Yanmei Xiang,weightlifting,CHN,female,6/13/92,24.2,1.63,69,26.0,1,0,0,
Yann Candele,equestrian,CAN,male,3/11/71,45.4,1.73,82,27.4,0,0,0,
Yann Siccardi,judo,MON,male,2/3/86,30.5,1.64,60,22.3,0,0,0,
Yannick Agnel,aquatics,FRA,male,6/9/92,24.2,2.01,80,19.8,0,0,0,
Yannick Borel,fencing,FRA,male,11/5/88,27.8,1.97,100,25.8,1,0,0,
Yannick Brauchli,sailing,SUI,male,7/30/88,28.0,1.73,63,21.0,0,0,0,
Yannick Kaeser,aquatics,SUI,male,7/3/92,24.1,1.86,81,23.4,0,0,0,
Yannick Lefebvre,sailing,BEL,male,11/19/88,27.7,1.81,79,24.1,0,0,0,
Yanyuhang Ding,basketball,CHN,male,8/20/93,23.0,2.00,91,22.8,0,0,0,
Yarden Gerbi,judo,ISR,female,7/8/89,27.1,1.69,63,22.1,0,0,1,
Yared Shegumo,athletics,POL,male,1/10/83,33.6,1.78,62,19.6,0,0,0,
Yarimar Mercado Martinez,shooting,PUR,female,3/12/95,21.4,1.79,48,15.0,0,0,0,
Yarimar Rosa,volleyball,PUR,female,6/20/88,28.1,1.78,62,19.6,0,0,0,
Yarisley Silva,athletics,CUB,female,6/1/87,29.2,1.61,61,23.5,0,0,0,
Yaroslava Bondarenko,cycling,RUS,female,2/27/97,19.4,1.58,62,24.8,0,0,0,
Yaroslava Shvedova,tennis,KAZ,female,9/12/87,28.9,1.80,70,21.6,0,0,0,
Yasemin Adar,wrestling,TUR,female,12/6/91,24.7,1.80,75,23.1,0,0,0,
Yasemin Anagoz,archery,TUR,female,10/14/98,17.8,1.65,66,24.2,0,0,0,
Yasemin Can,athletics,TUR,female,12/11/96,19.7,1.66,49,17.8,0,0,0,
Yasha Gu,football,CHN,female,11/28/90,25.7,1.65,60,22.0,0,0,0,
Yasmani Copello,athletics,TUR,male,4/15/87,29.3,1.91,85,23.3,0,0,1,
Yasmany Daniel Lugo Cabrera,wrestling,CUB,male,1/24/90,26.5,1.90,98,27.1,0,1,0,
Yasmin Kwadwo,athletics,GER,female,11/9/90,25.8,1.70,65,22.5,0,0,0,
Yasmina Aziez,taekwondo,FRA,female,1/23/91,25.6,1.72,52,17.6,0,0,0,
Yasnier Toledo,boxing,CUB,male,9/15/89,26.9,1.75,,,0,0,0,
Yassine Hethat,athletics,ALG,male,8/30/91,25.0,1.75,65,21.2,0,0,0,
Yassine Trabelsi,taekwondo,TUN,male,7/12/90,26.1,1.85,80,23.4,0,0,0,
Yasuhiro Koseki,aquatics,JPN,male,3/14/92,24.4,1.88,83,23.5,0,0,0,
Yasunari Hirai,aquatics,JPN,male,4/2/90,26.4,1.75,75,24.5,0,0,0,
Yating Sun,aquatics,CHN,female,2/24/88,28.5,1.80,76,23.5,0,0,0,
Ya-Ting Tan,archery,TPE,female,11/7/93,22.8,1.58,53,21.2,0,0,1,
Yauhen Tsurkin,aquatics,BLR,male,12/9/90,25.7,1.82,77,23.2,0,0,0,
Yauheni Karaliou,aquatics,BLR,male,3/26/91,25.4,1.69,69,24.2,0,0,0,
Yavuz Ilnam,shooting,TUR,male,7/23/87,29.1,1.85,140,40.9,0,0,0,
Yawen Hou,aquatics,CHN,female,9/9/98,17.9,1.81,71,21.7,0,0,0,
Yaxin Liu,aquatics,CHN,female,6/16/99,17.2,1.78,69,21.8,0,0,0,
Yayoi Matsumoto,aquatics,JPN,female,3/8/90,26.4,1.68,65,23.0,0,0,0,
Ye Na Chang,badminton,KOR,female,12/13/89,26.7,1.72,61,20.6,0,0,0,
Ye Tun Naung,shooting,MYA,male,5/26/83,33.2,1.75,60,19.6,0,0,0,
Ye Yang,gymnastics,CHN,female,5/26/94,22.2,1.72,50,16.9,0,0,0,
Yehia Elderaa,handball,EGY,male,7/17/95,21.1,1.86,82,23.7,0,0,0,
Yehualeye Beletew,athletics,ETH,female,7/31/98,18.0,1.65,52,19.1,0,0,0,
Yeison Rivas,athletics,COL,male,9/24/87,28.9,1.73,66,22.1,0,0,0,
Yeji Kim,rowing,KOR,female,11/17/94,21.7,1.74,72,23.8,0,0,0,
Yekaterina Ektova,athletics,KAZ,female,8/30/92,23.9,1.70,59,20.4,0,0,0,
Yekaterina Larionova,wrestling,KAZ,female,1/23/94,22.5,1.58,63,25.2,0,0,1,
Yekaterina Nemich,aquatics,KAZ,female,1/3/95,21.6,1.69,47,16.5,0,0,0,
Yekaterina Rudenko,aquatics,KAZ,female,10/16/94,21.8,1.80,69,21.3,0,0,0,
Yekaterina Smirnova,canoe,KAZ,female,5/21/88,28.2,1.65,63,23.1,0,0,0,
Yeldos Smetov,judo,KAZ,male,9/9/92,23.9,1.67,60,21.5,0,1,0,
Yelena Leuchanka,basketball,BLR,female,4/30/83,33.3,1.95,86,22.6,0,0,0,
Yelena Ryabova,athletics,TKM,female,11/3/90,25.8,1.70,56,19.4,0,0,0,
Yelizaveta Korol,shooting,KAZ,female,9/2/94,21.9,1.67,69,24.7,0,0,0,
Yelyzaveta Bryzgina,athletics,UKR,female,11/28/89,26.7,1.73,63,21.0,0,0,0,
Yemane Haileselassie,athletics,ERI,male,2/21/98,18.5,,,,0,0,0,
Yemi Geoffrey Apithy,fencing,BEN,male,4/5/89,27.4,1.92,96,26.0,0,0,0,
Yen-Hsun Lu,tennis,TPE,male,8/14/83,33.0,1.80,83,25.6,0,0,0,
Yeon Jae Son,gymnastics,KOR,female,5/28/94,22.2,1.65,45,16.5,0,0,0,
Yeon Ju Bae,badminton,KOR,female,10/26/90,25.8,1.67,57,20.4,0,0,0,
Yeon Koung Kim,volleyball,KOR,female,2/26/88,28.5,1.92,73,19.8,0,0,0,
Yeon Seong Yoo,badminton,KOR,male,8/19/86,30.0,1.81,75,22.9,0,0,0,
Yeongeun Jeon,athletics,KOR,female,5/24/88,28.2,1.58,43,17.2,0,0,0,
Yeongsin Nam,handball,KOR,female,8/27/90,26.0,1.75,82,26.8,0,0,0,
Yerenman Salazar,athletics,VEN,male,10/24/78,37.8,1.65,52,19.1,0,0,0,
Yerko Araya,athletics,CHI,male,2/14/86,30.5,1.78,64,20.2,0,0,0,
Yeseida Carrillo,athletics,COL,female,10/22/93,22.8,1.68,52,18.4,0,0,0,
Yesenia Miranda,athletics,ESA,female,3/26/94,22.4,,,,0,0,0,
Yessica Camilo Gonzalez,archery,DOM,female,2/23/93,23.5,1.68,73,25.9,0,0,0,
Yessy Venisia Yosaputra,aquatics,INA,female,8/27/94,22.0,1.67,62,22.2,0,0,0,
Yesui Bayar,aquatics,MGL,female,7/21/00,16.1,1.76,61,19.7,0,0,0,
Yevgeniy Alexeyev,canoe,KAZ,male,12/11/77,38.7,1.86,93,26.9,0,0,0,
Yevgeniy Labutov,athletics,KAZ,male,11/17/84,31.7,1.94,120,31.9,0,0,0,
Yevgeniya Gomon,gymnastics,UKR,female,3/25/95,21.4,1.74,55,18.2,0,0,0,
Yevhen Vynohradov,athletics,UKR,male,4/30/84,32.3,1.95,105,27.6,0,0,0,
Ygor Coelho de Oliveira,badminton,BRA,male,11/24/96,19.7,1.83,78,23.3,0,0,0,
Yi Chun Lin,shooting,TPE,female,7/5/81,35.1,1.61,70,27.0,0,0,0,
Yi Mao,gymnastics,CHN,female,9/16/99,16.9,1.51,35,15.4,0,0,1,
Yi Tang,aquatics,CHN,female,1/8/93,23.6,1.77,70,22.3,0,0,0,
Yidiel Contreras,athletics,ESP,male,11/27/92,23.7,1.80,74,22.8,0,0,0,
Yiech Pur Biel,athletics,ROT,male,1/1/95,21.6,1.78,62,19.6,0,0,0,
Yifan Xu,tennis,CHN,female,8/8/88,28.0,1.65,60,22.0,0,0,0,
Yifei Cao,shooting,CHN,male,5/20/88,28.2,1.75,75,24.5,0,0,0,
Yigal Kopinsky,judo,SUR,male,10/16/85,30.8,,,,0,0,0,
Yigrem Demelash,athletics,ETH,male,1/26/94,22.5,1.67,48,17.2,0,0,0,
Yihan Wang,badminton,CHN,female,1/18/88,28.6,1.78,65,20.5,0,0,0,
Yihan Zhou,table tennis,SIN,female,1/30/94,22.5,1.68,54,19.1,0,0,0,
Yi-Hua Huang,table tennis,TPE,female,7/20/84,32.1,1.67,56,20.1,0,0,0,
Yijun Feng,table tennis,USA,male,2/12/97,19.5,1.86,71,20.5,0,0,0,
Yilin Fan,gymnastics,CHN,female,11/11/99,16.7,1.48,37,16.9,0,0,1,
Yilin Zhou,aquatics,CHN,female,9/18/92,23.9,1.75,63,20.6,0,0,0,
Ying Chen,shooting,CHN,female,11/4/77,38.8,1.64,67,24.9,0,0,0,
Ying Han,table tennis,GER,female,4/29/83,33.3,1.70,60,20.8,0,1,0,
Ying Li,football,CHN,female,1/7/93,23.6,1.70,61,21.1,0,0,0,
Ying Lu,aquatics,CHN,female,1/22/89,27.6,1.75,65,21.2,0,0,0,
Ying Luo,badminton,CHN,female,1/11/91,25.6,1.64,62,23.1,0,0,0,
Ying Suet Tse,badminton,HKG,female,11/9/91,24.8,1.66,66,24.0,0,0,0,
Yingnan Ma,judo,CHN,female,3/3/84,32.4,1.58,52,20.8,0,0,0,
Yirisleydi Ford,athletics,CUB,female,8/18/91,25.0,1.68,66,23.4,0,0,0,
Yisela Cuesta,football,COL,female,9/27/91,24.9,1.66,59,21.4,0,0,0,
Yislena Hernandez,rowing,CUB,female,3/13/90,26.4,1.67,57,20.4,0,0,0,
Yi-Ting Huang,rowing,TPE,female,1/16/90,26.6,1.70,65,22.5,0,0,0,
Yiwen Sun,fencing,CHN,female,6/17/92,24.2,1.77,63,20.1,0,1,1,
Yixuan Hu,aquatics,CHN,male,10/23/94,21.8,1.85,83,24.3,0,0,0,
Yoandry Iriarte Galvez,fencing,CUB,male,5/5/86,30.3,1.77,79,25.2,0,0,0,
Yoandys Lescay,athletics,CUB,male,1/5/94,22.6,1.81,77,23.5,0,0,0,
Yoann Kowal,athletics,FRA,male,5/28/87,29.2,1.72,58,19.6,0,0,0,
Yodgoroy Mirzaeva,boxing,UZB,female,4/22/96,20.3,1.60,,,0,0,0,
Yoel Segundo Finol,boxing,VEN,male,9/21/96,19.9,1.68,,,0,0,1,
Yoelmis Hernandez Paumier,weightlifting,CUB,male,4/25/86,30.3,1.68,84,29.8,0,0,0,
Yogeshwar Dutt,wrestling,IND,male,11/2/82,33.8,1.68,65,23.0,0,0,0,
Yohan Blake,athletics,JAM,male,12/26/89,26.6,1.80,80,24.7,1,0,0,
Yohann Diniz,athletics,FRA,male,1/1/78,38.6,1.85,66,19.3,0,0,0,
Yoichi Itokazu,weightlifting,JPN,male,5/24/91,25.2,1.60,62,24.2,0,0,0,
Yolande Bukasa,judo,ROT,female,9/8/87,28.9,1.70,70,24.2,0,0,0,
Yolande Juliana Amana Guigolo,volleyball,CMR,female,9/15/97,18.9,1.84,78,23.0,0,0,0,
Yolymar Pineda,athletics,VEN,female,11/14/85,30.7,1.65,53,19.5,0,0,0,
Yon Soriano,athletics,DOM,male,1/2/87,29.6,1.66,62,22.5,0,0,0,
Yona Knight-Wisdom,aquatics,JAM,male,5/12/95,21.2,1.88,87,24.6,0,0,0,
Yonas Kinde,athletics,ROT,male,5/7/80,36.3,1.72,57,19.3,0,0,0,
Yonathan Monsalve,cycling,VEN,male,6/28/89,27.1,1.76,62,20.0,0,0,0,
Yonder Roman Garcia Alvarez,volleyball,CUB,male,2/26/93,23.5,1.83,78,23.3,0,0,0,
Yong Dae Lee,badminton,KOR,male,9/11/88,27.9,1.80,74,22.8,0,0,0,
Yong Gwang Kwon,weightlifting,PRK,male,1/14/96,20.6,1.65,68,25.0,0,0,0,
Yong Hui Pak,shooting,PRK,female,8/24/70,46.0,1.60,63,24.6,0,0,0,
Yong Suk Jo,shooting,PRK,female,9/5/88,27.9,1.63,65,24.5,0,0,0,
Yongli Wei,athletics,CHN,female,10/11/91,24.8,1.68,58,20.5,0,0,0,
Yongqing Lin,aquatics,CHN,male,12/24/92,23.6,1.90,85,23.5,0,0,0,
Yongran Oh,handball,KOR,female,9/6/72,43.9,1.71,73,25.0,0,0,0,
Yongshi Liu,fencing,CHN,female,2/19/90,26.5,1.76,62,20.0,0,0,0,
